Species_Name	EMBL	Phylum	p.value	GENOME_GC	GENOME_Size	GC_Core_1.21_CDS%	GC_Rfam_Core%	Avoidance_Group	Intrinsic
Escherichia coli SE15	AP009378.1	Proteobacteria	1.20E-15	0.51	4717338	41.89640769	57.52127147	Avoidance	5.60E-19
Porphyromonas gingivalis ATCC 33277	AP009380.1	Bacteroidetes	2.91E-19	0.48	2354886	36.26037571	54.37544107	Avoidance	1.08E-19
Azorhizobium caulinodans ORS 571	AP009384.1	Proteobacteria	3.02E-06	0.67	5369772	57.35356089	60.97770154	Avoidance	7.06E-05
Burkholderia multivorans ATCC 17616	AP009385.1	Proteobacteria	2.58E-08	0.67	3448421	49.57482993	59.03199344	Avoidance	9.45E-12
Pelotomaculum thermopropionicum SI	AP009389.1	Firmicutes	0.9268856133	0.53	3025375	46.08843537	60.60199672	Non-Avoidance	2.10E-18
Macrococcus caseolyticus JCSC5402	AP009484.1	Firmicutes	7.51E-08	0.37	2102324	30.88435374	52.81078205	Avoidance	9.18E-20
Streptomyces griseus subsp. griseus NBRC 13350	AP009493.1	Actinobacteria	2.94E-06	0.72	8545929	60.0505689	60.95981402	Avoidance	0.3507829
uncultured Termite group 1 bacterium phylotype Rs-D17	AP009510.1	Elusimicrobia	4.92E-10	0.35	1125857	30.56972789	52.7482765	Avoidance	1.52E-19
Microcystis aeruginosa NIES-843	AP009552.1	Cyanobacteria	0.1232212578	0.42	5842795	42.02172097	54.59044369	Non-Avoidance	1.35E-17
Streptococcus mutans NN2025	AP010655.1	Firmicutes	6.01E-33	0.37	2013587	31.10814419	53.00684192	Avoidance	5.73E-20
Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2	AP010656.1	Bacteroidetes	3.74E-16	0.33	1114206	28.30687831	49.51848998	Avoidance	2.98E-19
Sphingobium japonicum UT26S	AP010803.1	Proteobacteria	0.0008413215839	0.65	3514822	54.4695071	59.85626283	Avoidance	1.19E-06
Bifidobacterium longum subsp. longum JCM 1217	AP010888.1	Actinobacteria	4.68E-06	0.6	2385164	49.38271605	60.01185712	Avoidance	9.62E-18
Bifidobacterium longum subsp. infantis ATCC 15697	AP010889.1	Actinobacteria	1.10E-09	0.6	2828958	49.5849716	60.22172949	Avoidance	8.32E-17
Bifidobacterium longum subsp. infantis 157F	AP010890.1	Actinobacteria	0.001025426605	0.6	2400312	49.55908289	59.50102529	Avoidance	8.26E-15
Desulfovibrio magneticus RS-1	AP010904.1	Proteobacteria	0.02222603535	0.63	5248049	52.04382638	60.11356661	Avoidance	2.49E-09
Mycobacterium bovis BCG str. Tokyo 172	AP010918.1	Actinobacteria	0.9998286555	0.66	4371711	59.39393939	61.2716763	Non-Avoidance	0.02923358
Streptococcus dysgalactiae subsp. equisimilis GGS_124	AP010935.1	Firmicutes	5.84E-22	0.4	2106340	32.98383574	52.43388271	Avoidance	5.75E-18
Azospirillum sp. B510	AP010946.1	Proteobacteria	0.9999614018	0.68	3311395	56.32034632	60.65111027	Non-Avoidance	0.0007038409
Escherichia coli O26:H11 str. 11368	AP010953.1	Proteobacteria	1.86E-22	0.51	5697240	41.39515455	57.57102273	Avoidance	2.11E-22
Escherichia coli O103:H2 str. 12009	AP010958.1	Proteobacteria	1.24E-20	0.51	5449314	41.39515455	57.65740216	Avoidance	2.11E-22
Escherichia coli O111:H- str. 11128	AP010960.1	Proteobacteria	6.49E-24	0.51	5371077	41.39515455	57.51874574	Avoidance	1.15E-22
Kitasatospora setae KM-6054	AP010968.1	Actinobacteria	1.51E-10	0.74	8783278	61.77833965	61.46357294	Avoidance	0.9431449
Hydrogenobacter thermophilus TK-6	AP011112.1	Aquificae	5.12E-18	0.44	1743135	40.43367347	63.88838227	Avoidance	1.01E-23
Rhodococcus opacus B4	AP011115.1	Actinobacteria	0.04631165517	0.68	7913450	57.14285714	61.25473974	Avoidance	0.0009134107
Acetobacter pasteurianus IFO 3283-01	AP011121.1	Proteobacteria	4.97E-05	0.53	2907495	48.37092732	58.92023165	Avoidance	1.90E-13
Acetobacter pasteurianus IFO 3283-03	AP011128.1	Proteobacteria	4.97E-05	0.53	2907287	48.37092732	58.92023165	Avoidance	1.90E-13
Acetobacter pasteurianus IFO 3283-07	AP011135.1	Proteobacteria	4.97E-05	0.53	2906044	48.37092732	58.92023165	Avoidance	1.90E-13
Acetobacter pasteurianus IFO 3283-22	AP011142.1	Proteobacteria	4.97E-05	0.53	2907267	48.37092732	58.92023165	Avoidance	1.90E-13
Acetobacter pasteurianus IFO 3283-26	AP011149.1	Proteobacteria	4.97E-05	0.53	2907309	48.37092732	58.92023165	Avoidance	1.90E-13
Acetobacter pasteurianus IFO 3283-32	AP011156.1	Proteobacteria	4.97E-05	0.53	2904642	48.37092732	58.92023165	Avoidance	1.90E-13
Acetobacter pasteurianus IFO 3283-01-42C	AP011163.1	Proteobacteria	4.97E-05	0.53	2815241	48.37092732	58.92023165	Avoidance	1.90E-13
Acetobacter pasteurianus IFO 3283-12	AP011170.1	Proteobacteria	4.97E-05	0.53	2904624	48.37092732	58.92023165	Avoidance	1.90E-13
Shewanella violacea DSS12	AP011177.1	Proteobacteria	1.36E-11	0.45	4962103	38.84711779	54.86111111	Avoidance	2.29E-20
Deferribacter desulfuricans SSM1	AP011529.1	Deferribacteres	5.15E-07	0.31	2234389	30.27210884	60.09066488	Avoidance	3.91E-23
Rickettsia japonica YH	AP011533.1	Proteobacteria	0.008906716518	0.32	1283087	28.30687831	52.03019792	Avoidance	2.87E-18
Rothia mucilaginosa DY-18	AP011540.1	Actinobacteria	0.007513330712	0.6	2264603	52.50965251	58.260721	Avoidance	5.51E-07
Lactobacillus rhamnosus GG	AP011548.1	Firmicutes	3.13E-07	0.47	3005051	38.43843844	54.09755296	Avoidance	3.52E-21
Helicobacter pylori F16	AP011940.1	Proteobacteria	4.30E-08	0.39	1575399	32.9043329	52.10946408	Avoidance	1.64E-20
Helicobacter pylori F30	AP011941.1	Proteobacteria	7.00E-12	0.39	1570564	32.77563278	52.14747244	Avoidance	8.75E-21
Helicobacter pylori F32	AP011943.1	Proteobacteria	4.09E-07	0.39	1578824	33.24753325	52.05245154	Avoidance	1.29E-20
Helicobacter pylori F57	AP011945.1	Proteobacteria	4.46E-07	0.39	1609006	32.77563278	52.00849749	Avoidance	1.45E-20
Erysipelothrix rhusiopathiae str. Fujisawa	AP012027.1	Firmicutes	1.43E-07	0.37	1787941	27.63684913	52.12370327	Avoidance	1.49E-20
Anaerolinea thermophila UNI-1	AP012029.1	Chloroflexi	3.80E-05	0.54	3532378	43.8009438	60.23487196	Avoidance	6.85E-21
Escherichia coli DH1	AP012030.1	Proteobacteria	3.05E-25	0.51	4621430	41.89640769	57.37503833	Avoidance	2.65E-19
Pantoea ananatis AJ13355	AP012032.1	Proteobacteria	9.60E-13	0.54	4555536	43.10776942	57.55122274	Avoidance	1.22E-17
Acidiphilium multivorum AIU301	AP012035.1	Proteobacteria	0.9988925021	0.68	3749411	56.76691729	61.23554913	Non-Avoidance	0.00039647
Oscillibacter valericigenes Sjm18-20	AP012044.1	Firmicutes	0.05049640666	0.53	4410036	41.5507796	56.69406929	Non-Avoidance	3.45E-22
Tetragenococcus halophilus NBRC 12172	AP012046.1	Firmicutes	0.0004096148425	0.36	2562720	32.77056277	53.01724138	Avoidance	8.72E-21
Arcobacter butzleri ED-1	AP012047.1	Proteobacteria	1.12E-06	0.27	2256675	26.38010957	49.39106901	Avoidance	2.37E-17
Arcobacter sp. L	AP012048.1	Proteobacteria	3.74E-08	0.27	2945673	26.42225032	49.84697001	Avoidance	3.08E-19
Microbacterium testaceum StLB037	AP012052.1	Actinobacteria	2.77E-06	0.7	3982034	60.48906049	60.55700609	Avoidance	0.2834752
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143	AP012053.1	Firmicutes	1.21E-48	0.38	2362241	31.08225108	52.39243323	Avoidance	5.75E-19
Streptococcus pasteurianus ATCC 43144	AP012054.1	Firmicutes	1.40E-29	0.37	2100077	30.97383097	52.32709067	Avoidance	3.68E-19
Solibacillus silvestris StLB046	AP012157.1	Firmicutes	0.000451988241	0.39	3969327	33.12262958	54.50113181	Avoidance	4.35E-21
Gluconacetobacter xylinus NBRC 3288	AP012159.1	Proteobacteria	0.1957272332	0.61	3136818	53.26590813	59.98522076	Non-Avoidance	4.73E-08
Melissococcus plutonius ATCC 35311	AP012200.1	Firmicutes	6.81E-10	0.31	1891014	30.12987013	53.37615283	Avoidance	3.35E-23
Candidatus Arthromitus sp. SFB-mouse-Japan	AP012202.1	Firmicutes	0.1737085102	0.28	1620005	26.49911817	49.82132782	Non-Avoidance	3.34E-20
Porphyromonas gingivalis TDC60	AP012203.1	Bacteroidetes	1.16E-23	0.48	2339898	36.56618611	54.48528131	Avoidance	3.06E-20
Microlunatus phosphovorus NM-1	AP012204.1	Actinobacteria	0.9923956462	0.67	5683123	61.43286143	61.05052708	Non-Avoidance	0.7441646
Synechocystis sp. PCC 6803	AP012205.1	Cyanobacteria	0.003594775619	0.48	3571103	44.82038429	55.21769178	Avoidance	2.83E-14
Bradyrhizobium japonicum USDA 6	AP012206.1	Proteobacteria	0.9883733968	0.64	9207384	52.75689223	59.94470646	Non-Avoidance	8.04E-10
Candidatus Arthromitus sp. SFB-mouse-Yit	AP012209.1	Firmicutes	0.3894009111	0.28	1586397	27.29276896	49.84221273	Non-Avoidance	2.95E-20
Candidatus Arthromitus sp. SFB-rat-Yit	AP012210.1	Firmicutes	0.003183494725	0.28	1515556	27.17343818	50.18471709	Avoidance	1.04E-19
Eggerthella sp. YY7918	AP012211.1	Actinobacteria	1.15E-13	0.56	3123671	45.81724582	60.3196347	Avoidance	5.22E-18
Clostridium sp. SY8519	AP012212.1	Firmicutes	7.97E-06	0.51	2835737	34.75355054	56.61764706	Avoidance	1.20E-22
Sphingobium sp. SYK-6	AP012222.1	Proteobacteria	0.08084553284	0.66	4199332	55.09607352	59.96250213	Non-Avoidance	3.85E-06
Pseudogulbenkiania sp. NH8B	AP012224.1	Proteobacteria	0.0004712647127	0.64	4332995	47.66081871	58.8183161	Avoidance	1.30E-14
Pseudomonas aeruginosa NCGM2.S1	AP012280.1	Proteobacteria	0.9996520078	0.66	6764661	51.96324144	58.10157195	Non-Avoidance	1.13E-07
Buchnera aphidicola str. APS (Acyrthosiphon pisum)	BA000003.2	Proteobacteria	0.1728201635	0.26	640681	26.21315193	50.42735043	Non-Avoidance	4.54E-19
Bacillus halodurans C-125	BA000004.3	Firmicutes	0.003577585771	0.44	4202352	38.01169591	56.40596215	Avoidance	2.15E-21
Escherichia coli O157:H7 str. Sakai	BA000007.2	Proteobacteria	4.58E-13	0.51	5498450	41.47869674	57.54855995	Avoidance	9.61E-24
Chlamydophila pneumoniae J138	BA000008.3	Chlamydiae	5.11E-09	0.41	1226565	34.73639456	50.77967345	Avoidance	5.39E-18
Mesorhizobium loti MAFF303099	BA000012.4	Proteobacteria	0.0883673652	0.63	7036071	50.65318163	59.23284197	Non-Avoidance	6.51E-12
Clostridium perfringens str. 13	BA000016.3	Firmicutes	0.0004291854046	0.29	3031430	29.6010296	54.16880671	Avoidance	7.27E-23
Staphylococcus aureus subsp. aureus Mu50	BA000017.4	Firmicutes	6.16E-08	0.33	2878529	31.53153153	52.12871287	Avoidance	1.77E-21
Staphylococcus aureus subsp. aureus N315	BA000018.3	Firmicutes	1.06E-07	0.33	2814816	31.53153153	51.97994987	Avoidance	3.87E-21
Nostoc sp. PCC 7120	BA000019.2	Cyanobacteria	0.002517586976	0.41	6413771	41.2979351	55.03165611	Avoidance	1.34E-17
Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	BA000021.3	Proteobacteria	3.68E-23	0.22	697724	22.85714286	49.00335504	Avoidance	4.83E-19
Synechocystis sp. PCC 6803	BA000022.2	Cyanobacteria	0.01113803916	0.48	3573470	45.36340852	55.21769178	Avoidance	5.05E-13
Oceanobacillus iheyensis HTE831	BA000028.3	Firmicutes	0.005685189011	0.36	3630528	32.9043329	55.21267723	Avoidance	1.84E-21
Streptomyces avermitilis MA-4680	BA000030.3	Actinobacteria	5.03E-08	0.71	9025608	60.8933839	61.00016236	Avoidance	0.83427
Vibrio parahaemolyticus RIMD 2210633	BA000031.2	Proteobacteria	1.93E-22	0.45	3288558	39.23303835	55.99754262	Avoidance	5.13E-23
Staphylococcus aureus subsp. aureus MW2	BA000033.2	Firmicutes	1.72E-09	0.33	2820462	31.63265306	52.04688016	Avoidance	1.54E-21
Streptococcus pyogenes SSI-1	BA000034.2	Firmicutes	1.45E-45	0.39	1894275	32.02271734	52.43201838	Avoidance	4.73E-18
Corynebacterium efficiens YS-314	BA000035.2	Actinobacteria	0.01170029554	0.63	3147090	52.93865294	59.17891717	Avoidance	1.58E-07
Corynebacterium glutamicum ATCC 13032	BA000036.3	Actinobacteria	1.21E-08	0.54	3309401	47.74659864	58.09624166	Avoidance	9.36E-13
Vibrio vulnificus YJ016	BA000037.2	Proteobacteria	7.06E-39	0.46	3354505	40.05847953	56.21569261	Avoidance	3.53E-23
Thermosynechococcus elongatus BP-1	BA000039.2	Cyanobacteria	0.01194682653	0.54	2593857	47.95321637	57.01921413	Avoidance	5.36E-12
Bradyrhizobium japonicum USDA 110	BA000040.2	Proteobacteria	0.04335964884	0.64	9105828	53.29991646	59.86206897	Avoidance	2.15E-08
Geobacillus kaustophilus HTA426	BA000043.1	Firmicutes	2.50E-05	0.52	3544776	43.23640961	59.19160513	Avoidance	7.28E-23
Gloeobacter violaceus PCC 7421	BA000045.2	Cyanobacteria	0.6877198048	0.62	4659019	54.30242272	59.07631954	Non-Avoidance	6.67E-05
Candidatus Blochmannia floridanus	BX248583.1	Proteobacteria	3.60E-07	0.27	705557	26.28384687	47.67940354	Avoidance	3.25E-19
Prochlorococcus marinus subsp. pastoris str. CCMP1986	BX548174.1	Cyanobacteria	0.5014441499	0.31	1657990	31.82957393	55.46844375	Non-Avoidance	6.58E-21
Prochlorococcus marinus str. MIT 9313	BX548175.1	Cyanobacteria	1	0.51	2410873	52.63379688	58.38721264	Non-Avoidance	5.96E-07
Staphylococcus aureus subsp. aureus MRSA252	BX571856.1	Firmicutes	1.30E-07	0.33	2902619	31.50510204	52.07150017	Avoidance	1.99E-21
Staphylococcus aureus subsp. aureus MSSA476	BX571857.1	Firmicutes	2.32E-08	0.33	2799802	31.46258503	51.97023508	Avoidance	5.53E-21
Burkholderia pseudomallei K96243	BX571965.1	Proteobacteria	0.0009664165808	0.68	4074542	49.05183312	59.00462594	Avoidance	1.42E-10
Bartonella henselae	BX897699.1	Proteobacteria	0.0007941645059	0.38	1931047	36.69217687	56.52173913	Avoidance	1.43E-20
Bartonella quintana str. Toulouse	BX897700.1	Proteobacteria	8.67E-07	0.39	1581384	37.88073788	56.3237162	Avoidance	1.82E-20
Candidatus Protochlamydia amoebophila UWE25	BX908798.1	Chlamydiae	3.34E-07	0.35	2414465	32.61054422	51.78852201	Avoidance	1.15E-18
Yersinia pseudotuberculosis IP 32953	BX936398.1	Proteobacteria	2.12E-09	0.48	4744671	41.26984127	56.61548007	Avoidance	6.18E-21
Pectobacterium atrosepticum SCRI1043	BX950851.1	Proteobacteria	5.26E-08	0.51	5064019	42.27234754	56.60529716	Avoidance	4.16E-17
Bacillus cereus E33L	CP000001.1	Firmicutes	1.44E-06	0.35	5300915	33.83902233	55.32441803	Avoidance	1.32E-21
Bacillus licheniformis ATCC 14580	CP000002.3	Firmicutes	6.42E-06	0.46	4222597	36.70459334	56.53804093	Avoidance	3.07E-22
Streptococcus pyogenes MGAS10394	CP000003.1	Firmicutes	1.06E-21	0.39	1899877	33.28964613	52.44755245	Avoidance	3.28E-17
Gluconobacter oxydans 621H	CP000009.1	Proteobacteria	0.1943731831	0.61	2702173	52.88664138	59.41198225	Non-Avoidance	1.33E-07
Burkholderia mallei ATCC 23344	CP000010.1	Proteobacteria	3.37E-05	0.68	3510148	50.02145002	58.94736842	Avoidance	6.17E-09
Helicobacter pylori 51	CP000012.1	Proteobacteria	9.50E-10	0.39	1589954	33.16173316	52.11856356	Avoidance	1.10E-20
Borrelia garinii PBi	CP000013.1	Spirochaetes	2.91E-05	0.28	904246	27.12018141	48.83487344	Avoidance	2.77E-19
Candidatus Blochmannia pennsylvanicus str. BPEN	CP000016.1	Proteobacteria	1.70E-07	0.3	791654	30.03663004	49.55132807	Avoidance	1.55E-18
Streptococcus pyogenes MGAS5005	CP000017.1	Firmicutes	3.18E-39	0.39	1838554	31.93534294	52.58521639	Avoidance	7.21E-18
Vibrio fischeri ES114	CP000020.2	Proteobacteria	5.35E-24	0.39	2897536	37.59398496	55.39674717	Avoidance	1.65E-21
Streptococcus thermophilus LMG 18311	CP000023.1	Firmicutes	2.10E-33	0.39	1796846	34.33813893	53.22735108	Avoidance	1.81E-17
Streptococcus thermophilus CNRZ1066	CP000024.1	Firmicutes	1.89E-32	0.39	1796226	34.46920052	53.26565792	Avoidance	1.81E-17
Campylobacter jejuni RM1221	CP000025.1	Proteobacteria	5.25E-10	0.3	1777831	27.64433207	51.8439441	Avoidance	8.99E-21
Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	CP000026.1	Proteobacteria	8.20E-05	0.52	4585229	42.27234754	57.3553719	Avoidance	4.26E-19
Dehalococcoides ethenogenes 195	CP000027.1	Chloroflexi	1.95E-05	0.49	1469720	38.0078637	57.28985002	Avoidance	2.14E-21
Staphylococcus epidermidis RP62A	CP000029.1	Firmicutes	1.07E-11	0.32	2616530	31.27413127	52.32408005	Avoidance	2.90E-22
Anaplasma marginale str. St. Maries	CP000030.1	Proteobacteria	0.1894791873	0.5	1197687	44.94569758	56.02579605	Non-Avoidance	9.95E-12
Ruegeria pomeroyi DSS-3	CP000031.1	Proteobacteria	0.01026525647	0.64	4109442	51.32743363	59.74320242	Avoidance	4.06E-08
Lactobacillus acidophilus NCFM	CP000033.3	Firmicutes	2.69E-09	0.35	1993560	31.62953255	52.28658537	Avoidance	8.45E-23
Shigella dysenteriae Sd197	CP000034.1	Proteobacteria	5.57E-13	0.51	4369232	41.60401003	57.50610544	Avoidance	3.41E-22
Shigella boydii Sb227	CP000036.1	Proteobacteria	1.18E-16	0.51	4519823	41.52046784	57.51843094	Avoidance	1.05E-22
Shigella sonnei Ss046	CP000038.1	Proteobacteria	5.73E-21	0.51	4825265	41.56223893	57.60011483	Avoidance	1.46E-22
Staphylococcus aureus subsp. aureus COL	CP000046.1	Firmicutes	1.10E-07	0.33	2809422	31.8452381	51.89015087	Avoidance	1.16E-20
Borrelia hermsii DAH	CP000048.1	Spirochaetes	7.85E-08	0.3	922307	28.66300366	49.36866073	Avoidance	8.50E-18
Borrelia turicatae 91E135	CP000049.1	Spirochaetes	6.38E-11	0.29	917330	28.79818594	49.2447755	Avoidance	7.90E-18
Xanthomonas campestris pv. campestris str. 8004	CP000050.1	Proteobacteria	0.6960470306	0.65	5148708	53.05520438	59.11306809	Non-Avoidance	4.08E-06
Chlamydia trachomatis A/HAR-13	CP000051.1	Chlamydiae	0.0001170636535	0.41	1044459	37.96768707	52.10130299	Avoidance	5.78E-17
Rickettsia felis URRWXCal2	CP000053.1	Proteobacteria	0.02467942954	0.32	1485148	28.61471861	52.10388565	Avoidance	1.28E-18
Streptococcus pyogenes MGAS6180	CP000056.1	Firmicutes	3.03E-32	0.38	1897573	33.68606702	52.58521639	Avoidance	8.09E-17
Haemophilus influenzae 86-028NP	CP000057.2	Proteobacteria	4.36E-15	0.38	1914490	35.86177834	54.12265758	Avoidance	1.43E-20
Pseudomonas syringae pv. phaseolicola 1448A	CP000058.1	Proteobacteria	0.9203695317	0.58	5928787	47.7443609	56.69971218	Non-Avoidance	4.14E-09
Pseudomonas syringae pv. syringae B728a	CP000075.1	Proteobacteria	0.2491101379	0.59	6093698	46.95071011	56.68576886	Non-Avoidance	1.15E-10
Pseudomonas fluorescens Pf-5	CP000076.1	Proteobacteria	0.09118642413	0.63	7074893	47.57727652	56.73200514	Non-Avoidance	2.31E-10
Psychrobacter arcticus 273-4	CP000082.1	Proteobacteria	3.54E-06	0.43	2650701	37.92667509	53.95095368	Avoidance	1.52E-17
Colwellia psychrerythraea 34H	CP000083.1	Proteobacteria	4.03E-11	0.38	5373180	35.839599	54.20694594	Avoidance	2.95E-20
Candidatus Pelagibacter ubique HTCC1062	CP000084.1	Proteobacteria	0.06502977888	0.3	1308759	25.85034014	52.13916314	Non-Avoidance	5.65E-18
Burkholderia thailandensis E264	CP000086.1	Proteobacteria	0.0004308758357	0.67	3809201	50.93537415	59.05886211	Avoidance	7.85E-08
Rickettsia bellii RML369-C	CP000087.1	Proteobacteria	0.0001001127019	0.32	1522076	27.96536797	52.11838638	Avoidance	1.36E-19
Thermobifida fusca YX	CP000088.1	Actinobacteria	0.005670554202	0.68	3642249	59.75558365	61.6622458	Avoidance	0.03934524
Dechloromonas aromatica RCB	CP000089.1	Proteobacteria	0.9995438142	0.59	4501104	46.70008354	58.11326758	Non-Avoidance	6.69E-17
Ralstonia eutropha JMP134	CP000090.1	Proteobacteria	6.30E-08	0.65	3806533	50.82174463	58.40260799	Avoidance	5.59E-10
Pseudomonas fluorescens Pf0-1	CP000094.2	Proteobacteria	0.113191572	0.61	6438405	46.86716792	56.83159328	Non-Avoidance	2.26E-12
Prochlorococcus marinus str. NATL2A	CP000095.2	Cyanobacteria	0.9956766082	0.35	1842899	37.37884534	56.53846154	Non-Avoidance	3.41E-19
Chlorobium luteolum DSM 273	CP000096.1	Chlorobi	0.9739234849	0.57	2364842	43.54354354	55.13925729	Non-Avoidance	9.36E-14
Synechococcus sp. CC9902	CP000097.1	Cyanobacteria	0.1982161851	0.54	2234828	53.64517488	57.90421318	Non-Avoidance	2.63E-05
Synechococcus elongatus PCC 7942	CP000100.1	Cyanobacteria	0.9997083068	0.55	2695903	50.10535188	57.09887102	Non-Avoidance	1.14E-09
Nitrosospira multiformis ATCC 25196	CP000103.1	Proteobacteria	0.1419020981	0.54	3184243	43.56725146	57.42448331	Non-Avoidance	7.78E-18
Ehrlichia canis str. Jake	CP000107.1	Proteobacteria	0.1416921201	0.29	1315030	29.29421769	50.88982204	Non-Avoidance	4.10E-20
Chlorobium chlorochromatii CaD3	CP000108.1	Chlorobi	1.19E-19	0.44	2572079	39.20068027	53.33547146	Avoidance	3.29E-20
Thiomicrospira crunogena XCL-2	CP000109.2	Proteobacteria	7.81E-09	0.43	2427734	34.79532164	54.16587588	Avoidance	2.40E-20
Synechococcus sp. CC9605	CP000110.1	Cyanobacteria	0.0572051623	0.59	2510659	56.42006803	58.30298616	Non-Avoidance	0.06964325
Prochlorococcus marinus str. MIT 9312	CP000111.1	Cyanobacteria	0.006898313802	0.31	1709204	31.05773283	55.07913139	Avoidance	2.92E-21
Desulfovibrio alaskensis G20	CP000112.1	Proteobacteria	0.3969826129	0.58	3730232	43.2003432	58.2002457	Non-Avoidance	1.33E-20
Myxococcus xanthus DK 1622	CP000113.1	Proteobacteria	7.58E-11	0.69	9139763	56.21576064	60.65473459	Avoidance	1.09E-06
Streptococcus agalactiae A909	CP000114.1	Firmicutes	4.45E-34	0.36	2127839	30.10048056	52.23394056	Avoidance	1.25E-18
Nitrobacter winogradskyi Nb-255	CP000115.1	Proteobacteria	0.5027330267	0.62	3402093	52.84043442	59.51604599	Non-Avoidance	5.66E-07
Thiobacillus denitrificans ATCC 25259	CP000116.1	Proteobacteria	0.9996097304	0.66	2909809	52.80235988	58.51430541	Non-Avoidance	8.48E-05
Anabaena variabilis ATCC 29413	CP000117.1	Cyanobacteria	4.57E-06	0.41	6365727	41.0450906	54.52360515	Avoidance	2.74E-17
Mycoplasma capricolum subsp. capricolum ATCC 27343	CP000123.1	Tenericutes	2.15E-11	0.24	1010023	24.83660131	49.71349989	Avoidance	9.30E-18
Burkholderia pseudomallei 1710b	CP000124.1	Proteobacteria	0.004700956158	0.68	4126292	51.53061224	58.98867443	Avoidance	7.83E-07
Nitrosococcus oceani ATCC 19707	CP000127.1	Proteobacteria	0.1064475724	0.5	3481691	43.10776942	58.373436	Non-Avoidance	3.69E-18
Rhizobium etli CFN 42	CP000133.1	Proteobacteria	0.2188604368	0.61	4381608	50.02107038	59.07292256	Non-Avoidance	9.85E-12
