Species_Name	Taxon_ID	EMBL	Phylum	wxBothSide.p.value	wxGreater.p.value(AVOIDANCEif<0.05)	wxLess.p.value	GENOME_GC	GENOME_Size	GC_Core_1.21_CDS%	GC_Rfam_Core%	Avoidance_Group	Intrinsic
Chlamydia trachomatis L2b/UCH-1/proctitis	471473	AM884177.2	Chlamydiae	0.000146984541062866	7.3492270531433e-05	0.999926507745336	0.41	1038863	37.925170068	52.1013029914	Avoidance	8.242289e-17
Neisseria meningitidis alpha14	662598	AM889136.1	Proteobacteria	0.547739088067954	0.273869544033977	0.72613047017934	0.52	2145295	40.559732665	56.7886658796	Non-Avoidance	2.080428e-18
Gluconacetobacter diazotrophicus PAl 5	272568	AM889285.1	Proteobacteria	0.202422820608693	0.101211410304347	0.898788597598817	0.66	3944163	57.3114201433	60.8782798834	Non-Avoidance	0.0005946611
Bordetella petrii	94624	AM902716.1	Proteobacteria	3.53327675123135e-09	1.76663837561568e-09	0.999999998233362	0.65	5287950	51.4619883041	59.0788601723	Avoidance	1.160478e-07
Xanthomonas campestris pv. campestris	340	AM920689.1	Proteobacteria	0.0837497729990484	0.958125116742242	0.0418748864995242	0.65	5079002	53.0552043826	59.1287938355	Non-Avoidance	3.302414e-06
Salmonella enterica subsp. enterica serovar Enteritidis str. P125109	550537	AM933172.1	Proteobacteria	2.47677088130076e-12	1.23838544065038e-12	0.999999999998762	0.52	4685848	42.4812030075	57.3312401884	Avoidance	2.731359e-18
Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91	550538	AM933173.1	Proteobacteria	1.99767957257116e-08	9.98839786285579e-09	0.999999990011604	0.52	4658697	42.5647451963	57.3335378951	Avoidance	3.468263e-18
Corynebacterium urealyticum DSM 7109	504474	AM942444.1	Actinobacteria	0.766720694929581	0.383360347464791	0.616639671219353	0.64	2369219	51.4371514372	59.2812219227	Non-Avoidance	6.407916e-09
Proteus mirabilis	584	AM942759.1	Proteobacteria	2.91231541755015e-29	1.45615770877508e-29	1	0.39	4063606	37.9281537176	55.6627959584	Avoidance	6.148825e-24
Streptococcus uberis 0140J	218495	AM946015.1	Firmicutes	1.98540983693334e-38	9.92704918466669e-39	1	0.37	1852352	30.4761904762	52.1468926554	Avoidance	1.699296e-19
Streptococcus suis P1/7	218494	AM946016.1	Firmicutes	2.55538602004495e-41	1.27769301002248e-41	1	0.41	2007491	31.2741312741	53.0663089306	Avoidance	1.34067e-18
Escherichia coli BL21(DE3)	469008	AM946981.2	Proteobacteria	5.83565388472378e-17	2.91782694236189e-17	1	0.51	4558947	41.3533834586	57.5373254134	Avoidance	7.377898e-20
Staphylococcus aureus subsp. aureus S0385	523796	AM990992.1	Firmicutes	3.10766205019783e-10	1.55383102509891e-10	0.999999999844617	0.33	2872582	31.3775510204	52.0798943546	Avoidance	1.069917e-21
Wolbachia endosymbiont of Culex quinquefasciatus Pel	570417	AM999887.1	Proteobacteria	0.0980003068244624	0.0490001534122312	0.950999852581127	0.34	1482455	28.5714285714	50.257997936	Avoidance	2.307018e-19
Nocardia farcinica IFM 10152	247156	AP006618.1	Actinobacteria	0.000237470318093917	0.000118735159046959	0.999881264858038	0.71	6021225	59.6088435374	62.0147577799	Avoidance	0.01424089
Bacillus clausii KSM-K16	66692	AP006627.1	Firmicutes	9.12426116793324e-13	4.56213058396662e-13	0.999999999999544	0.45	4303871	37.9281537176	56.6375545852	Avoidance	2.822538e-24
Staphylococcus haemolyticus JCSC1435	279808	AP006716.1	Firmicutes	2.23984894210192e-10	1.11992447105096e-10	0.999999999888008	0.33	2685015	31.5476190476	52.6821597064	Avoidance	7.219192e-21
Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	484021	AP006725.1	Proteobacteria	0.0100064366802337	0.00500321834011684	0.994996782207561	0.58	5248520	43.0659983292	57.3284156511	Avoidance	5.421764e-19
Symbiobacterium thermophilum IAM 14863	292459	AP006840.1	Firmicutes	0.428605113568279	0.21430255678414	0.785697449632033	0.69	3566135	56.7602040816	61.3894628099	Non-Avoidance	1.989739e-05
Bacteroides fragilis YCH46	295405	AP006841.1	Bacteroidetes	2.32232550679121e-05	1.1611627533956e-05	0.999988388375135	0.43	5277274	30.3996598639	53.4647991154	Avoidance	7.665876e-22
Chlamydophila felis Fe/C-56	264202	AP006861.1	Chlamydiae	9.71184411292002e-15	4.85592205646001e-15	0.999999999999995	0.39	1166239	35.6928356928	50.9461164174	Avoidance	1.222009e-16
Bacillus cereus NC7401	334406	AP007209.1	Firmicutes	9.5242267047586e-09	4.7621133523793e-09	0.999999995237888	0.36	5221581	33.9233038348	55.1897041618	Avoidance	3.556625e-21
Magnetospirillum magneticum AMB-1	342108	AP007255.1	Proteobacteria	0.00472382937991467	0.997638085605084	0.00236191468995733	0.65	4967148	55.7823129252	60.5162190443	Non-Avoidance	0.0001344477
Lactobacillus reuteri JCM 1112	557433	AP007281.1	Firmicutes	9.61254191409374e-11	4.80627095704687e-11	0.999999999951937	0.39	2039414	34.3722943723	52.7011952191	Avoidance	2.773836e-21
Thermus thermophilus HB8	300852	AP008226.1	Deinococcus-Thermus	0.00107760733978916	0.000538803669894578	0.999461196403157	0.70	1849742	58.407079646	66.7488899852	Avoidance	2.263559e-11
Xanthomonas oryzae pv. oryzae MAFF 311018	342109	AP008229.1	Proteobacteria	0.040271663092939	0.0201358315464695	0.979864170268828	0.64	4940217	50.9481668774	59.1739475774	Avoidance	3.446951e-10
Desulfitobacterium hafniense Y51	138119	AP008230.1	Firmicutes	0.682373045830823	0.341186522915411	0.658813490208858	0.47	5727534	39.6407685881	56.3940977559	Non-Avoidance	2.527587e-21
Synechococcus elongatus PCC 6301	269084	AP008231.1	Cyanobacteria	0.0431832779563017	0.978408363256266	0.0215916389781509	0.55	2696255	50.6110408765	57.1159767362	Non-Avoidance	8.643856e-09
Sodalis glossinidius str. 'morsitans'	343509	AP008232.1	Proteobacteria	0.0800570959845936	0.0400285479922968	0.959971454610812	0.55	4171146	42.5200168563	57.2195617472	Avoidance	1.560536e-20
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305	342451	AP008934.1	Firmicutes	7.89510799837967e-13	3.94755399918984e-13	0.999999999999605	0.33	2516575	32.0578231293	52.945125021	Avoidance	8.378507e-22
Lactobacillus fermentum IFO 3956	334390	AP008937.1	Firmicutes	5.42299148732915e-12	2.71149574366458e-12	0.999999999997289	0.51	2098685	38.8744588745	54.1722520107	Avoidance	1.290116e-20
Brevibacillus brevis NBRC 100599	358681	AP008955.1	Firmicutes	0.141127595491822	0.0705637977459112	0.929436206485586	0.47	6296436	40.8103592314	57.3567442494	Non-Avoidance	1.297677e-24
Rhodococcus erythropolis PR4	234621	AP008957.1	Actinobacteria	0.0964245363170581	0.0482122681585291	0.951787735850822	0.62	6516310	56.3775510204	60.5271938605	Avoidance	9.305978e-05
Finegoldia magna ATCC 29328	334413	AP008971.1	Firmicutes	6.25888633985899e-09	3.12944316992949e-09	0.999999996870558	0.32	1797577	25.9353741497	51.3467048711	Avoidance	2.302091e-20
Orientia tsutsugamushi str. Ikeda	334380	AP008981.1	Proteobacteria	0.165820459472553	0.0829102297362766	0.917089780585627	0.31	2008987	27.4932614555	50.4371934314	Non-Avoidance	6.149768e-19
Corynebacterium glutamicum R	340322	AP009044.1	Actinobacteria	6.73874553799424e-08	3.36937276899712e-08	0.999999966306281	0.54	3314179	47.619047619	58.1258890469	Avoidance	1.250975e-12
Escherichia coli str. K-12 substr. W3110	316407	AP009048.1	Proteobacteria	1.08856964307404e-22	5.4428482153702e-23	1	0.51	4646332	41.395154553	57.4108527132	Avoidance	7.370689e-20
Clostridium kluyveri NBRC 12016	583346	AP009049.1	Firmicutes	0.00129031214018602	0.000645156070093012	0.999354844010291	0.32	3896121	30.6060606061	53.9507478471	Avoidance	1.214657e-25
Kocuria rhizophila DC2201	378753	AP009152.1	Actinobacteria	0.681503637752652	0.340751818876326	0.659248198726654	0.71	2697540	58.354978355	60.4517748297	Non-Avoidance	0.02094363
Gemmatimonas aurantiaca T-27	379066	AP009153.1	Gemmatimonadetes	0.00283615431546618	0.998581923022476	0.00141807715773309	0.64	4636964	56.3350340136	61.4015027769	Non-Avoidance	1.281039e-06
Nitratiruptor sp. SB155-2	387092	AP009178.1	Proteobacteria	4.44928326365065e-12	2.22464163182532e-12	0.999999999997775	0.40	1877931	34.9768225874	59.113947813	Avoidance	1.258589e-21
Sulfurovum sp. NBC37-1	387093	AP009179.1	Proteobacteria	2.19372866278457e-05	1.09686433139229e-05	0.99998903135927	0.44	2562277	31.7741255794	54.3375543376	Avoidance	2.763458e-21
Escherichia coli SE11	409438	AP009240.1	Proteobacteria	2.46270760739983e-20	1.23135380369991e-20	1	0.51	4887515	41.5204678363	57.4788624135	Avoidance	1.992087e-20
Candidatus Vesicomyosocius okutanii HA	412965	AP009247.1	Proteobacteria	0.00284536963305057	0.00142268481652529	0.998577315456111	0.32	1022154	27.9541446208	51.1226252159	Avoidance	7.959145e-21
Bifidobacterium adolescentis ATCC 15703	367928	AP009256.1	Actinobacteria	0.395158334110586	0.197579167055293	0.802420844878913	0.59	2089645	49.9781564002	58.9258571187	Non-Avoidance	2.500571e-10
Staphylococcus aureus subsp. aureus Mu3	418127	AP009324.1	Firmicutes	2.12027616683811e-07	1.06013808341905e-07	0.999999893986219	0.33	2880168	31.5315315315	51.9966583124	Avoidance	3.869532e-21
Lactococcus garvieae ATCC 49156	420889	AP009332.1	Firmicutes	1.23634241523898e-14	6.1817120761949e-15	0.999999999999994	0.39	1950135	30.6493506494	52.0777027027	Avoidance	1.820828e-20
Lactococcus garvieae Lg2	420890	AP009333.1	Firmicutes	4.01995333387711e-14	2.00997666693855e-14	0.99999999999998	0.39	1963964	30.6493506494	51.9753719856	Avoidance	3.844794e-20
Staphylococcus aureus subsp. aureus str. Newman	426430	AP009351.1	Firmicutes	5.6000806940363e-07	2.80004034701815e-07	0.999999719996035	0.33	2878897	31.5051020408	51.8964076859	Avoidance	2.700675e-21
Escherichia coli SE15	431946	AP009378.1	Proteobacteria	2.39217948538635e-15	1.19608974269317e-15	0.999999999999999	0.51	4717338	41.8964076859	57.5212714721	Avoidance	5.601127e-19
Porphyromonas gingivalis ATCC 33277	431947	AP009380.1	Bacteroidetes	5.81888961331876e-19	2.90944480665938e-19	1	0.48	2354886	36.2603757099	54.3754410727	Avoidance	1.084561e-19
Azorhizobium caulinodans ORS 571	438753	AP009384.1	Proteobacteria	6.03596186642255e-06	3.01798093321127e-06	0.999996982019614	0.67	5369772	57.3535608934	60.9777015437	Avoidance	7.055248e-05
Burkholderia multivorans ATCC 17616	395019	AP009385.1	Proteobacteria	5.15847966688599e-08	2.579239833443e-08	0.999999974207608	0.67	3448421	49.574829932	59.0319934372	Avoidance	9.452638e-12
Pelotomaculum thermopropionicum SI	370438	AP009389.1	Firmicutes	0.146228783028931	0.926885613314422	0.0731143915144653	0.53	3025375	46.0884353741	60.6019967218	Non-Avoidance	2.102775e-18
Macrococcus caseolyticus JCSC5402	458233	AP009484.1	Firmicutes	1.50140833218615e-07	7.50704166093077e-08	0.999999924929608	0.37	2102324	30.8843537415	52.8107820536	Avoidance	9.176112e-20
Streptomyces griseus subsp. griseus NBRC 13350	455632	AP009493.1	Actinobacteria	5.88970635713256e-06	2.94485317856628e-06	0.999997055147372	0.72	8545929	60.0505689001	60.9598140153	Avoidance	0.3507829
uncultured Termite group 1 bacterium phylotype Rs-D17	471821	AP009510.1	Elusimicrobia	9.84593492306443e-10	4.92296746153222e-10	0.999999999507703	0.35	1125857	30.5697278912	52.7482765046	Avoidance	1.522836e-19
Microcystis aeruginosa NIES-843	449447	AP009552.1	Cyanobacteria	0.24644251560027	0.123221257800135	0.87677875147216	0.42	5842795	42.0217209691	54.590443686	Non-Avoidance	1.353694e-17
Streptococcus mutans NN2025	511691	AP010655.1	Firmicutes	1.20289785214046e-32	6.01448926070229e-33	1	0.37	2013587	31.1081441923	53.0068419157	Avoidance	5.727334e-20
Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2	511995	AP010656.1	Bacteroidetes	7.47708637072359e-16	3.73854318536179e-16	1	0.33	1114206	28.3068783069	49.5184899846	Avoidance	2.977362e-19
Sphingobium japonicum UT26S	452662	AP010803.1	Proteobacteria	0.00168264316774675	0.000841321583873375	0.999158678524875	0.65	3514822	54.4695071011	59.8562628337	Avoidance	1.194617e-06
Bifidobacterium longum subsp. longum JCM 1217	565042	AP010888.1	Actinobacteria	9.35226359315002e-06	4.67613179657501e-06	0.999995323868904	0.60	2385164	49.3827160494	60.0118571217	Avoidance	9.616682e-18
Bifidobacterium longum subsp. infantis ATCC 15697	391904	AP010889.1	Actinobacteria	2.19791788836803e-09	1.09895894418402e-09	0.999999998901041	0.60	2828958	49.5849716033	60.22172949	Avoidance	8.324666e-17
Bifidobacterium longum subsp. infantis 157F	565040	AP010890.1	Actinobacteria	0.00205085321090358	0.00102542660545179	0.998974573549184	0.60	2400312	49.5590828924	59.5010252905	Avoidance	8.26062e-15
Desulfovibrio magneticus RS-1	573370	AP010904.1	Proteobacteria	0.0444520706957413	0.0222260353478707	0.977773966518946	0.63	5248049	52.0438263801	60.1135666053	Avoidance	2.489126e-09
Mycobacterium bovis BCG str. Tokyo 172	561275	AP010918.1	Actinobacteria	0.000342689061535506	0.999828655497867	0.000171344530767753	0.66	4371711	59.3939393939	61.2716763006	Non-Avoidance	0.02923358
Streptococcus dysgalactiae subsp. equisimilis GGS_124	486410	AP010935.1	Firmicutes	1.16774163277283e-21	5.83870816386414e-22	1	0.40	2106340	32.9838357361	52.4338827137	Avoidance	5.751816e-18
Azospirillum sp. B510	137722	AP010946.1	Proteobacteria	7.71965001891248e-05	0.999961401758185	3.85982500945624e-05	0.68	3311395	56.3203463203	60.6511102747	Non-Avoidance	0.0007038409
Escherichia coli O26:H11 str. 11368	573235	AP010953.1	Proteobacteria	3.72703109576612e-22	1.86351554788306e-22	1	0.51	5697240	41.395154553	57.5710227273	Avoidance	2.10852e-22
Escherichia coli O103:H2 str. 12009	585395	AP010958.1	Proteobacteria	2.48192533372573e-20	1.24096266686286e-20	1	0.51	5449314	41.395154553	57.6574021554	Avoidance	2.10841e-22
Escherichia coli O111:H- str. 11128	585396	AP010960.1	Proteobacteria	1.29740379107431e-23	6.48701895537154e-24	1	0.51	5371077	41.395154553	57.5187457396	Avoidance	1.151681e-22
Kitasatospora setae KM-6054	452652	AP010968.1	Actinobacteria	3.01659948097862e-10	1.50829974048931e-10	0.99999999984917	0.74	8783278	61.7783396544	61.4635729353	Avoidance	0.9431449
Hydrogenobacter thermophilus TK-6	608538	AP011112.1	Aquificae	1.02374884361002e-17	5.1187442180501e-18	1	0.44	1743135	40.4336734694	63.8883822725	Avoidance	1.009491e-23
Rhodococcus opacus B4	632772	AP011115.1	Actinobacteria	0.0926233103352826	0.0463116551676413	0.953688349084108	0.68	7913450	57.1428571429	61.2547397449	Avoidance	0.0009134107
Acetobacter pasteurianus IFO 3283-01	634452	AP011121.1	Proteobacteria	9.93522743421142e-05	4.96761371710571e-05	0.99995032387246	0.53	2907495	48.3709273183	58.9202316458	Avoidance	1.896641e-13
Acetobacter pasteurianus IFO 3283-03	634453	AP011128.1	Proteobacteria	9.93522743421142e-05	4.96761371710571e-05	0.99995032387246	0.53	2907287	48.3709273183	58.9202316458	Avoidance	1.896641e-13
Acetobacter pasteurianus IFO 3283-07	634454	AP011135.1	Proteobacteria	9.93522743421142e-05	4.96761371710571e-05	0.99995032387246	0.53	2906044	48.3709273183	58.9202316458	Avoidance	1.896641e-13
Acetobacter pasteurianus IFO 3283-22	634455	AP011142.1	Proteobacteria	9.93522743421142e-05	4.96761371710571e-05	0.99995032387246	0.53	2907267	48.3709273183	58.9202316458	Avoidance	1.896641e-13
Acetobacter pasteurianus IFO 3283-26	634456	AP011149.1	Proteobacteria	9.93522743421142e-05	4.96761371710571e-05	0.99995032387246	0.53	2907309	48.3709273183	58.9202316458	Avoidance	1.896641e-13
Acetobacter pasteurianus IFO 3283-32	634457	AP011156.1	Proteobacteria	9.93522743421142e-05	4.96761371710571e-05	0.99995032387246	0.53	2904642	48.3709273183	58.9202316458	Avoidance	1.896641e-13
Acetobacter pasteurianus IFO 3283-01-42C	634458	AP011163.1	Proteobacteria	9.93522743421142e-05	4.96761371710571e-05	0.99995032387246	0.53	2815241	48.3709273183	58.9202316458	Avoidance	1.896641e-13
Acetobacter pasteurianus IFO 3283-12	634459	AP011170.1	Proteobacteria	9.93522743421142e-05	4.96761371710571e-05	0.99995032387246	0.53	2904624	48.3709273183	58.9202316458	Avoidance	1.896641e-13
Shewanella violacea DSS12	637905	AP011177.1	Proteobacteria	2.7236626002493e-11	1.36183130012465e-11	0.999999999986382	0.45	4962103	38.8471177945	54.8611111111	Avoidance	2.293214e-20
Deferribacter desulfuricans SSM1	639282	AP011529.1	Deferribacteres	1.0295744486387e-06	5.14787224319351e-07	0.999999485212898	0.31	2234389	30.2721088435	60.0906648758	Avoidance	3.91087e-23
Rickettsia japonica YH	652620	AP011533.1	Proteobacteria	0.0178134330355202	0.00890671651776012	0.991093285065034	0.32	1283087	28.3068783069	52.0301979188	Avoidance	2.869773e-18
Rothia mucilaginosa DY-18	680646	AP011540.1	Actinobacteria	0.0150266614237995	0.00751333071189977	0.992486670181496	0.60	2264603	52.5096525097	58.2607209978	Avoidance	5.513729e-07
Lactobacillus rhamnosus GG	568703	AP011548.1	Firmicutes	6.25797449341469e-07	3.12898724670734e-07	0.999999687101339	0.47	3005051	38.4384384384	54.0975529644	Avoidance	3.516488e-21
Helicobacter pylori F16	866344	AP011940.1	Proteobacteria	8.60120157212062e-08	4.30060078606031e-08	0.999999956994005	0.39	1575399	32.9043329043	52.1094640821	Avoidance	1.63695e-20
Helicobacter pylori F30	866345	AP011941.1	Proteobacteria	1.40059387203732e-11	7.0029693601866e-12	0.999999999992997	0.39	1570564	32.7756327756	52.1474724439	Avoidance	8.746713e-21
Helicobacter pylori F32	102608	AP011943.1	Proteobacteria	8.18314458532331e-07	4.09157229266165e-07	0.999999590842884	0.39	1578824	33.2475332475	52.0524515393	Avoidance	1.294483e-20
Helicobacter pylori F57	866346	AP011945.1	Proteobacteria	8.92411363994386e-07	4.46205681997193e-07	0.999999553794446	0.39	1609006	32.7756327756	52.0084974894	Avoidance	1.452684e-20
Erysipelothrix rhusiopathiae str. Fujisawa	650150	AP012027.1	Firmicutes	2.86587735790718e-07	1.43293867895359e-07	0.999999856706179	0.37	1787941	27.6368491322	52.1237032687	Avoidance	1.488551e-20
Anaerolinea thermophila UNI-1	926569	AP012029.1	Chloroflexi	7.60145005870195e-05	3.80072502935097e-05	0.999961992756352	0.54	3532378	43.8009438009	60.2348719622	Avoidance	6.845126e-21
Escherichia coli DH1	536056	AP012030.1	Proteobacteria	6.0906298302677e-25	3.04531491513385e-25	1	0.51	4621430	41.8964076859	57.3750383318	Avoidance	2.653506e-19
Pantoea ananatis AJ13355	932677	AP012032.1	Proteobacteria	1.91998124136693e-12	9.59990620683464e-13	0.99999999999904	0.54	4555536	43.1077694236	57.5512227363	Avoidance	1.221995e-17
Acidiphilium multivorum AIU301	926570	AP012035.1	Proteobacteria	0.00221499604723586	0.998892502134209	0.00110749802361793	0.68	3749411	56.7669172932	61.2355491329	Non-Avoidance	0.00039647
Oscillibacter valericigenes Sjm18-20	693746	AP012044.1	Firmicutes	0.100992813320784	0.0504964066603918	0.949503596638824	0.53	4410036	41.5507796039	56.6940692895	Non-Avoidance	3.45272e-22
Tetragenococcus halophilus NBRC 12172	945021	AP012046.1	Firmicutes	0.000819229684966082	0.000409614842483041	0.999590385228431	0.36	2562720	32.7705627706	53.0172413793	Avoidance	8.716423e-21
Arcobacter butzleri ED-1	944546	AP012047.1	Proteobacteria	2.24842313633509e-06	1.12421156816755e-06	0.999998875788893	0.27	2256675	26.380109566	49.3910690122	Avoidance	2.366611e-17
Arcobacter sp. L	944547	AP012048.1	Proteobacteria	7.47633819629438e-08	3.73816909814719e-08	0.999999962618322	0.27	2945673	26.4222503161	49.8469700061	Avoidance	3.084305e-19
Microbacterium testaceum StLB037	979556	AP012052.1	Actinobacteria	5.54750513385607e-06	2.77375256692804e-06	0.999997226248018	0.70	3982034	60.4890604891	60.5570060923	Avoidance	0.2834752
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143	981539	AP012053.1	Firmicutes	2.42616471782202e-48	1.21308235891101e-48	1	0.38	2362241	31.0822510823	52.3924332344	Avoidance	5.746082e-19
Streptococcus pasteurianus ATCC 43144	981540	AP012054.1	Firmicutes	2.80631046674381e-29	1.40315523337191e-29	1	0.37	2100077	30.9738309738	52.3270906731	Avoidance	3.678684e-19
